,K-O,Hi-Lo,Hi-Opt I,Hi-Opt II,Knock-Out,KISS,Zen,Omega II,Red 7,Wizard Ace,Halves,No Strategy
0,42.5926,54.4643,70.1754,43.6364,42.5926,34.5455,43.6364,66.6667,53.7736,46.2264,64.5455,41.6667
1,43.5185,55.3571,59.009,52.2523,43.578,44.0367,58.5586,48.6486,48.1132,48.1308,55.9633,49.0741
2,46.0123,57.4405,54.5455,55.7229,44.2424,42.378,54.5181,49.1018,45.9627,47.8528,51.8293,46.9325
3,49.0868,59.5982,54.2601,48.4091,47.973,46.1364,57.0136,53.1674,50.9302,47.032,52.9954,48.8532
4,50.1818,61.6487,48.3813,44.8718,47.2826,49.2754,54.9091,54.4964,52.5735,50.5455,51.1029,52.7372
5,52.8614,58.5329,46.8278,48.0183,47.4398,50.3021,54.8338,56.4565,50.7669,48.1763,50.0,51.8237
6,51.6796,59.6401,47.5389,48.1675,50.3886,49.7396,54.6632,55.0129,50.6596,50.1309,47.2441,51.0417
7,51.8059,56.5315,47.9499,46.6819,50.5682,51.8182,54.5455,55.4054,48.9655,49.656,46.6819,52.3918
8,50.6024,54.4266,47.5659,50.5071,49.496,50.8114,54.4534,54.2084,47.9592,50.0,48.1744,52.6263
9,50.7246,53.8949,47.5365,51.0036,48.1785,52.011,54.4545,55.2347,48.0769,50.6434,50.365,52.6364
10,51.0726,55.3279,47.5124,50.1656,48.6755,51.3311,56.1056,54.8361,49.2525,49.3322,51.9835,54.703
11,50.0758,53.6898,48.5584,50.4539,49.0166,52.207,56.2027,54.812,49.0909,49.0061,52.8073,54.0909
12,49.7203,53.4123,50.4902,50.3497,48.4658,52.0423,56.6341,55.5014,48.7395,48.1612,52.3109,53.9916
13,49.2208,53.048,51.3672,51.297,47.6654,52.1625,56.1688,54.4099,50.13,48.4888,52.7995,52.9909
14,49.1515,53.5758,52.3086,51.0303,47.9469,52.1978,55.0242,53.6925,49.7576,49.4492,52.8519,52.5485
15,49.3757,52.9545,52.7335,49.9431,48.4677,52.2936,54.4268,52.3837,50.3973,49.7133,53.5227,52.6136
16,50.2134,53.1016,53.1652,48.9293,47.9144,52.2114,54.2246,52.1902,50.3209,49.4606,52.8908,52.409
17,49.9495,53.3367,52.5381,49.4439,48.0303,54.1159,54.1414,52.8759,49.1388,49.8471,52.834,53.2861
18,50.0,54.1667,51.1058,50.1916,47.4163,53.128,53.0622,52.1012,50.048,50.1931,52.9243,53.1579
19,48.8636,53.6852,50.3199,49.5905,47.4977,52.6557,52.5886,51.2262,49.1348,49.6789,52.4135,53.0909
20,49.0043,53.29,50.8696,48.4402,47.3616,52.3084,52.8979,52.2472,49.4796,49.5197,52.5608,53.1602
21,48.9669,53.1818,51.4511,47.8477,47.853,51.6667,52.7273,52.0215,49.3377,48.6656,51.904,53.2258
22,49.2101,53.2411,51.5873,48.1775,48.817,51.5949,52.8085,53.0781,49.3275,48.8019,51.9794,52.8504
23,49.2436,53.2955,51.2548,47.9103,49.0552,51.2595,52.9145,52.536,49.053,48.9305,51.4438,53.8316
24,49.4553,52.6182,51.6411,48.4318,49.0566,51.5007,52.6929,52.8706,49.0189,49.7801,50.7305,53.7145
25,49.3719,52.5892,51.5088,47.9663,48.6043,51.3028,52.1724,53.1774,48.8137,50.6342,49.9649,53.2235
26,49.4284,52.7628,50.9128,48.7171,48.655,51.2203,52.0243,52.961,48.7576,50.0339,50.0339,53.0027
27,50.0324,52.6983,51.4351,48.5361,48.9942,50.7531,51.8543,53.1777,49.7733,50.7853,50.2286,53.1209
28,49.9375,52.1971,51.5753,48.2423,49.2476,50.4428,52.1357,52.536,49.9688,51.3889,50.5994,52.9799
29,50.151,52.4287,52.3157,48.2706,49.364,50.0612,52.3086,51.9382,49.8187,51.3431,51.036,53.2464
30,50.2627,52.6146,52.7123,48.4448,48.9736,50.5027,52.2314,52.1968,49.5906,50.9445,50.5893,53.1709
31,50.3394,53.1001,52.6286,47.9534,49.1477,50.4579,51.9909,52.4404,49.8015,50.8005,50.5137,52.8994
32,50.4663,53.0353,52.2992,47.5469,49.7245,50.333,51.9029,52.7763,49.8075,50.8597,50.2767,52.6997
33,50.0799,52.9979,52.0441,48.0759,49.2517,51.1578,52.0332,52.8549,49.92,51.077,50.457,52.7258
34,50.1811,52.7561,52.3785,47.7922,49.0385,50.9937,51.9491,52.4365,49.8185,50.6541,50.4956,52.1299
35,50.0503,53.1598,52.2104,47.8799,48.8872,51.1941,51.5917,52.6475,49.5457,50.4575,50.4057,52.524
36,50.3914,53.002,52.001,48.723,48.8435,50.8902,51.5479,52.4534,49.3861,50.4451,50.5424,52.2828
37,50.667,53.116,51.443,48.5885,49.0661,51.2037,51.484,52.3389,49.0191,50.5772,50.048,52.3456
38,50.7193,53.0812,51.4058,48.6713,49.2537,51.0084,51.1894,52.1163,49.2075,51.007,50.0234,52.0308
39,50.8145,53.4789,52.0338,48.7273,49.2266,50.6176,51.3188,52.2902,49.1132,51.3458,49.9772,51.8207
40,50.8392,53.7966,51.8708,49.4462,49.0457,50.625,51.4191,52.0363,48.98,51.0018,49.8887,51.6659
41,50.625,53.381,51.7601,49.5242,49.0905,50.8715,51.2771,52.204,49.0697,50.8478,49.8914,52.0607
42,51.0938,53.7241,51.8471,49.1124,49.1536,50.8085,51.1628,52.5116,48.7109,50.8705,50.4241,51.928
43,51.1107,53.5803,51.6805,48.7608,49.3797,51.0191,50.6824,52.3515,48.7614,50.8929,50.4973,52.237
44,51.2872,53.8041,51.7227,48.8288,49.3735,51.1789,50.7885,52.6825,48.7475,50.5686,50.4459,52.047
45,51.3971,53.6054,51.8827,48.6171,49.4264,51.3315,50.7714,52.8774,48.2813,50.4966,50.5749,52.0222
46,51.6558,53.4496,51.7642,48.3952,49.2067,51.4586,51.1421,52.5849,48.2212,50.4664,50.5627,51.8828
47,51.6032,53.208,51.5376,48.3914,49.0716,51.4095,51.2694,52.5104,48.4854,50.3995,50.5701,51.8054
48,51.7184,52.8263,51.4689,48.2944,49.0163,51.7164,51.3358,52.5333,48.3865,50.3354,50.5769,51.7684
49,51.8284,52.6431,51.1484,48.2727,48.8182,51.6277,51.1455,52.192,48.6374,50.3104,50.4375,51.7525
50,51.8643,52.4294,50.9296,48.6983,48.717,51.7928,50.82,51.973,48.576,50.179,50.3753,51.6989
51,51.446,52.2425,50.8938,48.2155,49.021,51.6174,50.5247,52.1444,48.1837,50.158,50.2804,51.2987
52,51.4525,51.8054,50.7219,48.1793,49.2801,51.1564,50.3089,52.6001,48.1653,50.3101,50.2235,51.4291
53,51.1909,52.0918,50.8097,48.1968,49.4278,50.6438,49.899,53.0547,48.2666,49.9831,50.2701,51.4532
54,50.9888,52.284,51.3245,48.3951,49.2402,50.7152,49.8677,52.9829,48.7607,49.9502,50.2984,51.5926
55,50.842,52.2594,51.7724,48.4888,49.221,50.5884,49.9675,53.3172,48.6851,50.2445,50.3582,51.5156
56,50.9224,52.2197,51.9483,48.6271,49.1069,50.8992,49.8724,53.1469,48.6762,50.0961,49.84,51.1691
57,51.109,52.4026,52.0546,48.5889,49.2481,50.7416,50.0,53.1387,48.9345,50.0629,49.9214,51.2276
58,50.9828,51.945,52.1116,48.6586,49.0917,50.7446,49.7843,53.2555,49.1525,50.3555,50.0464,51.4074
59,51.0266,52.0334,52.1522,48.9848,49.2124,50.8084,49.8031,53.0193,49.1662,50.8505,49.8328,51.8851
60,51.1138,51.8054,52.4008,49.0608,49.1806,50.7951,49.4635,52.8949,49.4039,50.6573,49.7757,52.1674
61,51.2416,51.7044,52.1567,49.1645,49.194,50.9888,49.56,52.6731,49.4723,50.6463,49.5588,52.0294
62,51.2507,51.7062,52.0225,49.1486,49.2357,50.6682,49.7691,52.6006,49.8125,50.4624,49.4356,52.2431
63,50.9901,51.4944,51.7923,49.2478,49.2048,50.5435,49.7159,52.3897,49.787,50.5262,49.245,52.2216
64,50.6826,51.443,51.6816,49.4132,49.3986,50.2534,49.6083,52.4095,50.014,50.6861,49.2001,52.0757
65,50.6178,51.3379,51.5591,49.4635,49.3667,50.2358,49.6007,52.1268,50.1652,50.786,49.2533,52.1955
66,50.6357,51.2099,51.5493,49.4848,49.2946,49.7813,49.6065,52.3919,50.2983,51.0323,49.2781,52.1355
67,50.5596,51.1787,51.6609,49.6661,49.3184,49.7037,49.6124,52.2237,50.3207,51.1105,49.4096,52.1314
68,50.4727,50.8978,51.6763,49.8026,49.1967,49.8009,49.6051,52.1785,50.3292,51.0414,49.3919,52.3916
69,50.3624,50.7674,51.8345,49.7924,49.0921,49.542,49.8313,52.238,50.3634,50.8836,49.4007,52.4238
70,50.4211,50.6797,51.8476,50.0256,49.2329,49.4837,49.8849,52.2716,50.064,50.9096,49.4092,52.6465
71,50.5665,50.6576,51.7961,49.9748,49.1551,49.4148,49.8739,52.4289,50.0252,50.8719,49.5442,52.4576
72,50.5214,50.761,51.4475,50.2613,49.1789,49.4479,49.7761,52.4324,49.9253,50.5984,49.5628,52.8104
73,50.3674,50.6772,51.5144,50.27,48.9197,49.245,49.8527,52.5955,49.8649,50.5411,49.5809,52.6621
74,50.3625,50.7894,51.5914,50.4602,48.7279,49.4503,49.5761,52.814,49.4908,50.4851,49.4649,52.6501
75,50.3934,50.7549,51.4262,50.2988,48.7569,49.3611,49.749,52.836,49.4496,50.5506,49.7359,52.7724
76,50.4941,50.8398,51.4908,50.4363,48.8317,49.429,49.8231,52.7882,49.4804,50.8977,49.8816,52.7133
77,50.5575,50.6422,51.5884,50.2909,48.8234,49.3775,49.8952,52.6726,49.5688,50.6768,50.0234,52.8772
78,50.4243,50.4727,51.845,50.2299,48.8153,49.4316,49.839,52.7536,49.7814,50.6799,50.0346,52.9453
79,50.7812,50.4783,51.8215,50.2271,48.7622,49.393,50.0113,52.5493,49.7046,50.7393,50.1596,52.9774
80,50.7269,50.5284,51.8552,50.3363,48.991,49.6495,49.9888,52.4172,49.6858,50.7188,50.1351,52.9061
81,50.4419,50.3332,52.1102,50.2547,48.9595,49.5532,50.1549,52.2667,49.878,50.8653,50.3336,52.8823
82,50.7419,50.3292,52.0637,50.2843,48.8736,49.68,50.2077,52.1739,49.9124,50.833,50.2856,52.5841
83,50.7009,50.1735,52.105,50.8641,49.1787,49.771,50.3672,52.3419,50.2164,51.0507,50.2388,52.5206
84,50.6822,50.1179,51.994,50.9178,49.0923,49.7953,50.3736,52.2078,50.0642,50.9529,50.2145,52.4587
85,50.969,50.2649,51.9919,50.8755,49.0395,49.7658,50.306,52.1505,50.0952,50.6983,50.4027,52.2607
86,50.9992,50.2618,51.8856,50.8865,48.9253,49.9579,50.3129,52.2817,50.0313,50.4498,50.576,52.308
87,50.9158,50.5383,51.8948,50.9796,48.8756,50.0,50.2062,52.4011,50.1136,50.4964,50.5074,52.2614
88,51.0379,50.5221,51.7612,51.0604,48.7865,49.9589,50.2242,52.5061,49.9591,50.593,50.4301,52.3795
89,51.1268,50.4151,51.7716,51.0387,48.7896,50.1424,50.0403,52.5786,50.1918,50.4753,50.4859,52.6673
90,51.2045,50.3705,51.7621,51.1171,48.9024,50.191,49.9701,52.5005,50.2397,50.57,50.4805,52.7182
91,51.3194,50.4952,51.7323,50.9181,48.8547,49.9801,49.6746,52.6114,50.1482,50.5342,50.4454,52.6984
92,51.2371,50.4313,51.714,50.8203,48.8767,50.0393,49.7757,52.5161,50.0293,50.4797,50.5676,52.7674
93,51.2045,50.388,51.5119,50.7728,48.8887,50.0778,49.7201,52.375,50.0193,50.4553,50.5133,52.6985
94,51.2014,50.3455,51.4765,50.9174,48.948,50.0481,49.6656,52.5315,49.9809,50.4791,50.6419,52.7276
95,51.2363,50.3514,51.2903,51.0777,48.9307,50.257,49.6123,52.4584,50.0852,50.2181,50.5025,52.6426
96,51.1211,50.3384,51.3333,51.0758,49.0826,50.1884,49.4758,52.4326,50.1687,50.0094,50.272,52.6623
97,51.008,50.4931,51.3011,51.0002,49.0083,50.0839,49.3421,52.3986,50.2504,50.26,50.4179,52.6732
98,50.833,50.2302,51.2969,51.0449,49.0185,49.9908,49.3029,52.2648,50.3029,50.239,50.5886,52.7015
99,50.6616,50.3736,51.3929,51.035,48.9375,50.064,49.219,52.2335,50.3364,50.1092,50.7285,52.5648
100,50.6103,50.2797,51.3881,51.2044,49.1282,50.1357,49.2088,52.2654,50.126,50.027,50.7483,52.3409
101,50.4799,50.4198,51.2493,51.1392,49.0386,49.9731,49.2699,52.4119,49.9822,50.0089,50.7411,52.3183
102,50.308,50.3096,51.2728,51.2694,49.092,50.0266,49.2595,52.221,50.0,50.0619,50.6634,52.3227
103,50.2789,50.3065,51.3211,51.1524,49.0915,50.0264,49.2141,52.191,49.9825,50.1663,50.5782,52.2568
104,50.1899,50.1215,51.3345,51.2625,49.0569,50.0348,49.1092,52.2649,49.9307,50.0953,50.434,52.2182
105,50.2479,49.9914,51.2358,51.1907,49.1602,50.0603,49.1087,52.4238,49.8884,50.1116,50.215,52.2406
106,50.1524,49.8808,51.1816,51.1369,49.1766,50.1963,49.1511,52.486,49.8045,50.1021,50.3408,52.1594
107,50.2265,49.9072,51.0275,51.0338,49.2767,49.9915,49.1001,52.4046,50.0842,50.0927,50.3206,52.1901
108,50.4405,50.0,51.0265,50.8496,49.5252,49.9497,49.0833,52.4738,50.0,50.0334,50.3763,52.296
109,50.6669,49.8095,50.885,50.8501,49.4386,49.9086,49.2403,52.533,49.7933,50.2069,50.2817,52.2418
110,50.6037,49.8604,50.6885,50.8915,49.5909,50.0329,49.3863,52.4444,50.041,50.2459,50.2875,52.1313
111,50.5741,49.9349,50.7147,50.762,49.4892,50.0408,49.5295,52.3497,50.0406,50.2275,50.2686,52.2023
112,50.6011,49.9516,50.6039,50.7553,49.4697,50.0404,49.5739,52.3045,50.169,50.153,50.3145,52.3517
113,50.5084,49.8961,50.6544,50.7246,49.5061,50.1363,49.5697,52.2134,50.2633,50.0559,50.3278,52.379
114,50.4568,49.8732,50.6564,50.8052,49.463,50.0874,49.4312,52.1389,50.3242,50.0633,50.2537,52.3099
115,50.6011,49.8743,50.6352,50.7982,49.4364,50.2442,49.3499,52.1443,50.3762,50.0941,50.2044,52.2577
116,50.503,49.8832,50.653,50.8611,49.4101,50.4061,49.2777,52.1884,50.3963,50.0933,50.2727,52.3249
117,50.614,50.0926,50.4857,50.9998,49.4305,50.3252,49.3686,52.2692,50.3853,50.1388,50.2936,52.2207
118,50.6013,50.0077,50.3364,51.0525,49.3819,50.4912,49.183,52.2273,50.3592,50.1759,50.2068,52.2023
119,50.6114,50.0076,50.3562,50.9832,49.4173,50.5784,49.1596,52.1407,50.3334,50.1971,50.1064,52.1537
120,50.5615,50.0376,50.3833,51.0201,49.5347,50.4755,49.317,52.168,50.2857,50.1579,50.2486,52.2645
121,50.4679,49.9851,50.2162,51.1083,49.412,50.524,49.4119,52.1577,50.343,50.0373,50.1718,52.0889
122,50.5083,50.0592,50.1404,51.2026,49.3577,50.3712,49.2395,52.0661,50.3329,49.9704,50.2149,52.0867
123,50.5773,50.1028,50.0953,51.0905,49.3263,50.3536,49.0842,52.1806,50.3082,49.9119,50.0956,52.0993
124,50.7901,50.0073,50.1091,50.9946,49.1719,50.3143,49.1204,52.2424,50.262,50.0073,49.9854,52.1847
125,50.6833,50.0,50.368,51.0442,49.2939,50.377,49.0984,52.3607,50.4765,50.0072,49.8264,52.0296
126,50.6494,49.9641,50.3936,51.0289,49.2138,50.4388,48.998,52.4782,50.5515,49.9857,49.7488,52.1495
127,50.8281,49.9715,50.5253,51.1059,49.1987,50.3998,48.8851,52.5577,50.6111,49.9004,49.8362,52.2111
128,50.913,49.9788,50.5565,51.266,49.2754,50.3046,49.0981,52.5454,50.705,49.9012,49.8233,52.4413
129,50.9479,49.958,50.5521,51.291,49.3577,50.3022,49.0561,52.568,50.7416,49.8319,49.7546,52.3803
130,51.0166,49.8331,50.4231,51.2187,49.4042,50.3208,49.0563,52.4931,50.6943,49.9236,49.7842,52.3833
131,50.947,49.8068,50.3649,51.2167,49.5118,50.2215,48.9187,52.5498,50.6272,49.8897,49.7721,52.1715
132,50.8039,49.8698,50.2597,51.2826,49.5291,50.1717,48.8928,52.4625,50.5336,49.9521,49.9178,52.0382
133,50.7033,49.83,50.0543,51.1985,49.5327,50.0341,48.7719,52.5257,50.55,49.9253,49.8435,52.0436
134,50.6444,49.865,50.074,51.2097,49.6976,49.9729,48.8756,52.5333,50.6673,50.0539,49.8852,51.9613
135,50.5464,49.8124,50.0735,51.1408,49.7599,50.0336,48.8773,52.3943,50.6424,49.8929,49.7653,51.8325
136,50.6219,49.9601,50.0464,51.0003,49.755,49.92,48.9053,52.3501,50.5512,49.8737,49.8736,51.8393
137,50.5387,50.0,49.9473,50.9207,49.6582,50.0662,48.9002,52.1559,50.5603,49.9274,49.8943,51.7073
138,50.5805,50.1376,49.9085,50.9402,49.7847,49.9934,48.9342,52.0882,50.5693,49.941,49.8819,51.8392
139,50.5892,50.0586,50.0519,51.0047,49.9676,49.9935,48.8703,52.1057,50.4809,50.0195,49.8828,51.8649
140,50.6044,49.9742,50.0129,51.1258,49.9614,50.0065,48.749,52.0718,50.5419,50.0065,49.7542,52.0844
141,50.5555,49.9422,50.1791,51.1626,49.9234,49.9421,48.9242,52.1406,50.4996,49.9936,49.8009,52.0635
142,50.5009,49.9426,50.1461,51.2879,50.0634,50.0128,49.0716,52.018,50.6868,50.051,49.8724,52.1889
143,50.5666,49.9114,50.1956,51.2223,50.0,49.8858,49.0464,51.9975,50.6694,49.9557,49.8353,52.2626
144,50.5628,49.8868,50.1504,51.2639,50.1313,49.8614,49.0464,52.0025,50.6335,49.9372,49.8616,52.1777
145,50.5901,49.6941,50.1929,51.2803,50.1552,50.0438,48.9842,51.9515,50.6478,49.8814,49.8063,52.3193
146,50.6415,49.721,50.2658,51.3025,50.1233,50.0249,48.9725,51.9877,50.5136,49.9008,49.8386,52.3345
147,50.7413,49.7352,50.2395,51.3674,50.0919,49.9877,49.0409,52.0601,50.5961,49.8399,49.8706,52.294
148,50.7242,49.7432,50.2561,51.4068,50.1034,49.9877,49.0166,52.0889,50.8666,49.841,49.9143,52.3524
149,50.6166,49.8177,50.2544,51.4035,50.1087,49.9452,48.9928,52.1111,50.9034,49.757,49.8662,52.2517
150,50.5764,49.7586,50.2467,51.4602,50.072,49.9395,48.9088,52.1993,50.8976,49.8189,49.8308,52.2491
151,50.5845,49.7961,50.1734,51.4862,49.9583,50.0902,49.018,52.2326,51.0112,49.6942,49.8259,52.2039
152,50.5806,49.8273,50.2316,51.4647,49.8993,50.0597,49.0303,52.2654,51.0641,49.6902,49.7794,52.2673
153,50.5945,49.8165,50.2419,51.5964,49.8999,49.9822,49.0012,52.2449,51.069,49.7396,49.7038,52.2231
154,50.6843,49.8648,50.2697,51.5332,49.8889,50.0177,49.0605,52.248,51.1384,49.8413,49.794,52.2505
155,50.616,49.7839,50.1864,51.5118,49.8314,49.9883,48.9963,52.292,51.0671,49.7605,49.8714,52.2416
156,50.5717,49.762,50.1158,51.56,49.7401,50.0,48.9562,52.2083,51.043,49.6982,49.9012,52.1929
157,50.6197,49.7347,50.023,51.5959,49.6901,49.9769,48.9513,52.1832,51.0366,49.6943,49.9711,52.2596
158,50.6216,49.874,50.0343,51.5691,49.7205,49.9828,48.9923,52.1007,51.0875,49.7478,49.9541,52.2396
159,50.6235,49.8064,50.0057,51.6217,49.6599,49.9315,48.9419,52.1389,51.166,49.8234,49.8974,52.3508
160,50.6082,49.8868,50.0959,51.6174,49.679,49.9319,49.0107,52.1033,51.136,49.7339,49.8754,52.2851
161,50.6604,49.9269,49.9439,51.5851,49.6754,49.8985,48.9719,52.0404,51.0783,49.6566,49.8537,52.2369
162,50.751,49.8546,49.9219,51.6201,49.6495,49.9608,49.0232,52.0553,51.0884,49.6363,50.0559,52.2511
163,50.8017,49.95,49.9058,51.649,49.5908,49.9387,49.0014,52.0591,51.0708,49.6385,50.0111,52.1763
164,50.8078,49.9669,49.741,51.628,49.5823,49.8837,49.0738,51.9588,51.0589,49.6905,49.9669,52.1633
165,50.8248,49.9725,49.7535,51.5036,49.6285,49.9395,49.0573,51.9359,51.0471,49.6923,49.9506,52.1942
166,50.8418,50.0218,49.7277,51.4457,49.6905,49.8742,49.0141,52.0274,50.9482,49.6287,49.9181,52.2248
167,50.8475,50.038,49.8105,51.3991,49.7085,49.9076,49.0524,51.9987,50.8667,49.658,49.9837,52.2441
168,50.8478,50.0216,49.7363,51.3963,49.6458,49.8919,49.1226,51.9654,50.8723,49.6438,49.9622,52.2848
169,50.768,49.9946,49.7003,51.372,49.6799,49.9731,49.1279,52.0444,50.8992,49.6888,49.9249,52.1746
170,50.7687,49.984,49.7872,51.3214,49.6127,50.1228,49.1331,52.1439,50.91,49.5787,49.856,52.1834
171,50.7434,49.9682,49.8731,51.3187,49.6255,50.1327,49.1539,52.1842,50.9682,49.6078,49.9364,52.2134
172,50.6552,49.9104,49.879,51.2065,49.6487,50.1847,49.1639,52.3135,50.9311,49.5678,50.0,52.2375
173,50.5995,49.8428,49.8223,51.2517,49.682,50.1417,49.2263,52.2327,50.8788,49.4707,49.9528,52.303
174,50.6582,49.8489,49.8025,51.1618,49.7098,50.0365,49.1578,52.2352,50.7853,49.4632,49.8072,52.3111
175,50.6855,49.7566,49.7622,51.1346,49.763,49.9689,49.1729,52.1501,50.7705,49.461,49.6995,52.2305
176,50.7636,49.7064,49.7533,51.1538,49.7387,49.9329,49.1672,52.2,50.7199,49.4847,49.8506,52.1818
177,50.7898,49.6875,49.6984,51.1729,49.8217,49.8614,49.0799,52.2027,50.726,49.3697,49.8514,52.103
178,50.7904,49.6995,49.7102,51.2067,49.8328,49.801,49.019,52.2008,50.7372,49.3936,49.8115,52.1167
179,50.7205,49.6859,49.7169,51.1545,49.8186,49.8173,49.0041,52.1785,50.7029,49.3563,49.7669,52.1148
180,50.6713,49.6272,49.7235,51.2133,49.8647,49.8587,48.9341,52.1665,50.674,49.259,49.8439,52.0627
181,50.6477,49.6392,49.825,51.117,49.8854,49.8143,48.985,52.1099,50.6804,49.2781,49.8347,51.9964
182,50.6392,49.7758,49.7961,51.101,49.9108,49.8303,48.8662,52.049,50.6768,49.3369,49.8156,52.0501
183,50.7441,49.8365,49.7923,51.1098,49.9113,49.8362,48.8723,52.0673,50.6632,49.4248,49.8067,52.1381
184,50.7892,49.9014,49.877,51.0108,49.902,49.8123,48.8537,52.0662,50.6841,49.3244,49.793,52.22
185,50.9459,49.9363,49.8434,50.9566,49.8294,49.8232,48.8794,52.0695,50.6169,49.2103,49.7255,52.3008
186,51.0231,50.0487,49.854,50.9805,49.9079,49.8388,48.8124,52.1893,50.6087,49.2583,49.7367,52.2395
187,50.9934,50.0873,49.8742,50.9029,50.0,49.8882,48.8091,52.1682,50.4747,49.2428,49.7624,52.3391
188,50.9834,50.0675,49.8507,50.9077,49.9856,49.8792,48.9695,52.1808,50.5156,49.2372,49.8022,52.2927
189,50.9498,49.9904,49.8324,51.0127,49.9236,49.7981,48.9653,52.1457,50.4937,49.2219,49.8369,52.2858
190,50.9021,49.9952,49.738,51.0406,49.9668,49.8135,48.9802,52.2248,50.4721,49.1734,49.8234,52.2643
191,50.9257,49.943,49.7346,51.0542,49.9528,49.7478,48.9997,52.2366,50.4459,49.0492,49.8718,52.3049
192,50.9397,49.9717,49.6888,51.1006,50.0188,49.7444,49.1135,52.1831,50.4153,49.0447,49.948,52.2413
193,50.8836,49.9107,49.7655,51.0528,50.1075,49.7693,49.0336,52.1768,50.3616,48.9886,50.0094,52.2109
194,50.9116,49.9719,49.79,51.0567,50.0465,49.7564,48.9312,52.1934,50.4391,48.9797,49.986,52.2508
195,50.8978,49.9628,49.74,51.079,50.074,49.7016,49.0435,52.1036,50.5716,48.9847,49.9163,52.216
196,50.9162,49.9352,49.7136,51.0598,50.1013,49.6753,49.0804,52.1573,50.5687,49.0871,49.9769,52.2281
197,50.875,49.8526,49.6553,51.0681,50.1282,49.6585,49.0666,52.1324,50.5336,48.9579,50.0368,52.1615
198,50.8388,49.8717,49.8171,51.0217,50.1048,49.6602,49.0896,52.0765,50.5767,48.9173,50.0092,52.1779
199,50.7756,49.7994,49.7497,51.0122,50.1587,49.7762,49.0533,52.0937,50.501,48.9,49.9271,52.0628
200,50.7537,49.823,49.76,51.007,50.1985,49.7955,49.0671,52.1061,50.5573,48.8465,49.8459,52.0389
201,50.732,49.8962,49.8017,51.0155,50.1571,49.801,49.1303,51.9969,50.4869,48.8117,49.8737,52.0018
202,50.791,49.9551,49.8162,51.0908,50.0893,49.7839,49.1615,52.0675,50.4934,48.8264,49.9057,52.0595
203,50.8315,49.9553,49.826,51.0499,50.0444,49.8164,49.1254,52.0395,50.4777,48.9262,49.9821,52.0941
204,50.7478,49.9778,49.8313,51.0801,50.0973,49.9064,49.2319,52.0693,50.4888,48.9047,50.0178,52.1683
205,50.731,49.9779,49.7659,51.1057,50.1276,49.969,49.2798,51.9623,50.5085,48.9899,49.9248,52.0957
206,50.7669,50.0969,49.7978,51.1704,50.2015,49.9514,49.336,51.9795,50.4533,48.9728,49.89,52.024
207,50.7763,50.0351,49.7288,51.1866,50.2136,50.022,49.2517,51.913,50.4204,48.9557,49.8817,52.023
208,50.7726,49.9956,49.7693,51.1679,50.1866,50.0656,49.203,51.8906,50.5098,48.8995,49.8954,51.9785
209,50.8293,49.9392,49.7227,51.1582,50.19,50.0348,49.1591,51.9159,50.4641,48.9397,49.961,52.069
210,50.8126,49.9611,49.6722,51.1613,50.202,49.9827,49.0682,51.8681,50.5007,48.893,49.9352,52.0204
211,50.8087,49.8882,49.6223,51.1174,50.1839,49.931,49.1285,51.8079,50.4553,48.8852,50.116,52.0155
212,50.8135,49.9101,49.6027,51.1504,50.2044,49.9357,49.1112,51.7141,50.419,48.9503,50.1155,52.066
213,50.7248,49.9191,49.6173,51.1663,50.1907,50.047,49.0557,51.6851,50.4128,49.0149,50.0851,52.0133
214,50.6371,49.9618,49.6445,51.2367,50.1392,50.0042,49.1025,51.7024,50.377,48.9772,50.1822,51.9784
215,50.5879,49.962,49.642,51.1429,50.2057,50.0169,49.0729,51.64,50.3711,48.9142,50.194,51.9312
216,50.6145,49.979,49.6897,51.238,50.2131,50.0926,49.0688,51.6534,50.2896,48.9654,50.2519,51.9393
217,50.6368,49.9415,49.6619,51.2699,50.3619,50.1843,49.0814,51.6374,50.3134,48.9534,50.234,51.9219
218,50.5924,49.9792,49.7216,51.2226,50.4016,50.171,49.0441,51.6176,50.2204,48.9457,50.1956,51.8841
219,50.7216,50.0124,49.7932,51.2665,50.4657,50.2366,48.9657,51.6021,50.2442,48.967,50.1864,51.8923
220,50.7759,50.0,49.7735,51.3102,50.5088,50.1488,48.9414,51.521,50.2308,49.0336,50.1567,51.8838
221,50.7846,50.0041,49.7868,51.3084,50.5556,50.1152,48.9792,51.6122,50.2174,49.0299,50.1149,51.9411
222,50.7405,49.9632,49.8286,51.2537,50.5937,50.1229,48.9919,51.6171,50.1797,49.1162,50.1308,51.9489
223,50.7007,49.9024,49.7278,51.2522,50.5749,50.1508,48.9883,51.6506,50.2074,49.1487,50.1993,51.9403
224,50.6854,49.9028,49.7128,51.2791,50.5522,50.1096,48.9727,51.6632,50.2064,49.2092,50.1863,51.9195
225,50.6745,49.8911,49.7664,51.189,50.7544,50.1616,49.0498,51.6919,50.2418,49.2531,50.1572,51.8946
226,50.6475,49.9599,49.7635,51.3157,50.747,50.1529,49.05,51.6924,50.2808,49.2765,50.1405,51.8341
227,50.6327,49.96,49.7486,51.3854,50.7478,50.1482,48.9623,51.6971,50.2516,49.2517,50.2038,51.8984
228,50.6378,49.8488,49.6901,51.3478,50.7208,50.1037,48.9708,51.7096,50.2982,49.2788,50.2626,51.9378
