,K-O,Hi-Lo,Hi-Opt I,Hi-Opt II,Knock-Out,KISS,Zen,Omega II,Red 7,Wizard Ace,Halves,No Strategy
1004,50.3304,49.8294,50.5508,50.5488,50.1958,49.8536,50.0345,50.4137,50.1042,49.5191,50.0643,50.8256
1005,50.3129,49.8341,50.5376,50.5365,50.2209,49.8692,50.0444,50.4106,50.1004,49.5305,50.0616,50.8121
1006,50.309,49.8424,50.5316,50.545,50.218,49.8702,50.0534,50.412,50.0813,49.5527,50.0723,50.8076
1007,50.3195,49.8435,50.541,50.5445,50.216,49.8721,50.0542,50.4071,50.0632,49.5541,50.0705,50.8195
1008,50.303,49.8301,50.5586,50.5502,50.2148,49.8759,50.0515,50.4004,50.0659,49.5373,50.0767,50.8124
1009,50.3018,49.8158,50.549,50.5623,50.211,49.8959,50.0478,50.3928,50.0775,49.5378,50.0676,50.8297
1010,50.2961,49.8006,50.553,50.5509,50.2306,49.8807,50.0361,50.4023,50.0909,49.5409,50.0504,50.8189
1011,50.295,49.7981,50.5263,50.5531,50.2169,49.869,50.0351,50.3875,50.0845,49.5504,50.0576,50.81
1012,50.2794,49.7911,50.5222,50.5355,50.2149,49.8791,50.0261,50.4186,50.0764,49.5662,50.0629,50.8029
1013,50.2747,49.7967,50.5343,50.5305,50.212,49.8765,50.0324,50.4182,50.0862,49.5558,50.0512,50.8102
1014,50.2816,49.7933,50.5454,50.5201,50.2225,49.8838,50.0269,50.4195,50.0861,49.5544,50.0556,50.813
1015,50.2733,49.7873,50.5323,50.5097,50.2161,49.8723,50.0314,50.4334,50.1048,49.562,50.0574,50.8131
1016,50.2828,49.783,50.53,50.5333,50.2274,49.8769,50.0287,50.4232,50.1083,49.549,50.0555,50.8006
1017,50.2888,49.776,50.5143,50.5167,50.2433,49.8725,50.0412,50.4201,50.1127,49.5557,50.0564,50.8025
1018,50.2947,49.7807,50.5147,50.5287,50.2386,49.8744,50.0313,50.4214,50.1179,49.5544,50.042,50.8295
1019,50.2909,49.7774,50.5151,50.5318,50.2606,49.8835,50.0393,50.4424,50.1472,49.5584,50.0429,50.8296
1020,50.2853,49.7758,50.5279,50.5259,50.2656,49.8944,50.0491,50.4456,50.1417,49.5571,50.0375,50.8342
1021,50.2903,49.7805,50.5212,50.5272,50.2751,49.8864,50.0544,50.4469,50.1514,49.5628,50.0401,50.8352
1022,50.298,49.7807,50.5171,50.5196,50.2731,49.8865,50.0517,50.4571,50.1682,49.5579,50.0312,50.8317
1023,50.3145,49.7898,50.5059,50.5191,50.2498,49.8786,50.0481,50.4451,50.176,49.5611,50.0374,50.8166
1024,50.3178,49.774,50.5285,50.507,50.269,49.8734,50.048,50.4278,50.1705,49.557,50.0347,50.8104
1025,50.3201,49.7831,50.5431,50.5145,50.2582,49.8557,50.0524,50.4301,50.1641,49.5601,50.0391,50.8123
1026,50.326,49.778,50.539,50.5149,50.2632,49.8416,50.0586,50.4181,50.1737,49.5597,50.0204,50.8062
1027,50.3398,49.78,50.5438,50.502,50.2674,49.8666,50.0656,50.4071,50.1523,49.5637,50.0363,50.7894
1028,50.3403,49.7695,50.5194,50.4971,50.2777,49.857,50.0505,50.4085,50.1566,49.5676,50.0266,50.7842
1029,50.3488,49.7609,50.5224,50.4869,50.2853,49.8669,50.0593,50.3878,50.1759,49.5636,50.0248,50.795
1030,50.3441,49.7567,50.5387,50.4811,50.2745,49.8528,50.0734,50.3892,50.166,49.5579,50.0442,50.796
1031,50.3279,49.7614,50.5558,50.478,50.2725,49.8503,50.0839,50.3994,50.1764,49.5415,50.0371,50.789
1032,50.3399,49.7537,50.5429,50.4617,50.281,49.8372,50.0803,50.3875,50.1692,49.5419,50.0406,50.7998
1033,50.3369,49.7495,50.5345,50.4647,50.2948,49.8382,50.0855,50.3977,50.169,49.5247,50.0388,50.8149
1034,50.3392,49.7647,50.5181,50.4687,50.3067,49.8534,50.0792,50.4017,50.1768,49.5278,50.0343,50.8221
1035,50.3468,49.757,50.5247,50.4718,50.3231,49.8659,50.0853,50.4013,50.1714,49.53,50.0624,50.8257
1036,50.3622,49.7713,50.5005,50.4608,50.3271,49.8784,50.0782,50.4053,50.1659,49.512,50.0509,50.824
1037,50.3592,49.7777,50.4991,50.4463,50.3216,49.8705,50.0737,50.4084,50.1684,49.516,50.0579,50.8073
1038,50.3528,49.7674,50.4855,50.4415,50.3187,49.8672,50.0807,50.415,50.177,49.5068,50.0543,50.7986
1039,50.3533,49.7623,50.5016,50.4358,50.3061,49.8699,50.0745,50.4103,50.1672,49.4889,50.0622,50.7996
1040,50.3565,49.7634,50.4933,50.4293,50.3041,49.8692,50.0648,50.3968,50.1705,49.4937,50.0621,50.7848
1041,50.3466,49.7435,50.5033,50.428,50.3047,49.8658,50.0568,50.3973,50.1747,49.5187,50.0717,50.8069
1042,50.3575,49.7534,50.4941,50.4328,50.2853,49.8598,50.0655,50.3934,50.1894,49.5122,50.0751,50.8114
1043,50.345,49.7466,50.491,50.4281,50.3041,49.8687,50.0655,50.407,50.1919,49.5065,50.0942,50.8141
1044,50.3464,49.7792,50.4975,50.4172,50.2838,49.8513,50.0733,50.4083,50.1865,49.4991,50.0871,50.8142
1045,50.3548,49.7663,50.504,50.4255,50.2844,49.8532,50.0619,50.4001,50.1697,49.4865,50.0836,50.8213
1046,50.3596,49.7787,50.5035,50.4416,50.3032,49.8813,50.0514,50.3928,50.1722,49.4722,50.0844,50.824
1047,50.3653,49.7624,50.4917,50.4334,50.2986,49.8805,50.0565,50.4029,50.1824,49.4562,50.0669,50.8206
1048,50.3624,49.7644,50.4878,50.4295,50.3001,49.8702,50.0582,50.3973,50.1979,49.4506,50.0686,50.8224
1049,50.3508,49.7689,50.483,50.4308,50.2972,49.8703,50.0512,50.4108,50.202,49.4563,50.0564,50.8355
1050,50.3505,49.757,50.4947,50.4209,50.3012,49.8722,50.0598,50.4156,50.2001,49.4664,50.0607,50.8382
1051,50.339,49.7408,50.4821,50.4292,50.294,49.874,50.0641,50.4255,50.2025,49.466,50.0649,50.847
1052,50.3455,49.7479,50.4877,50.4115,50.2998,49.8672,50.0787,50.4139,50.1911,49.4873,50.0623,50.8349
1053,50.3598,49.7456,50.4846,50.4025,50.3012,49.889,50.089,50.4031,50.1857,49.5025,50.0493,50.8592
1054,50.3431,49.7597,50.4868,50.4055,50.3095,49.8943,50.0803,50.3924,50.195,49.4987,50.0293,50.8506
1055,50.3523,49.7651,50.488,50.406,50.2938,49.8996,50.0828,50.4084,50.2104,49.5018,50.031,50.8316
1056,50.3485,49.7713,50.4712,50.4091,50.3064,49.9058,50.0931,50.4072,50.2128,49.51,50.0526,50.8265
1057,50.361,49.7759,50.4742,50.4018,50.2992,49.9076,50.1257,50.3853,50.2074,49.5156,50.0671,50.8197
1058,50.3444,49.7631,50.4883,50.41,50.2904,49.9016,50.1136,50.3883,50.2003,49.5187,50.0671,50.8155
1059,50.3244,49.7634,50.511,50.4191,50.2935,49.9155,50.1178,50.3768,50.195,49.5191,50.0507,50.8147
1060,50.3207,49.7739,50.5209,50.4307,50.2881,49.9225,50.128,50.373,50.2034,49.523,50.0532,50.8311
1061,50.3161,49.7853,50.5298,50.42,50.2819,49.9139,50.1081,50.3693,50.2101,49.5346,50.0523,50.8329
1062,50.3235,49.8172,50.5404,50.4196,50.2902,49.9149,50.1183,50.3638,50.1987,49.5385,50.042,50.8236
1063,50.3206,49.8097,50.5365,50.4295,50.2882,49.9038,50.1207,50.3506,50.2011,49.5432,50.0359,50.815
1064,50.3161,49.8056,50.5368,50.4163,50.2785,49.9013,50.1377,50.3452,50.218,49.5368,50.0522,50.8057
1065,50.3166,49.8006,50.5346,50.4142,50.2893,49.9083,50.1445,50.344,50.2093,49.5253,50.0461,50.7989
1066,50.3189,49.8,50.5359,50.4095,50.2823,49.8801,50.123,50.3445,50.2091,49.5274,50.0435,50.7939
1067,50.3211,49.7873,50.5405,50.4193,50.2888,49.8879,50.1084,50.3425,50.2123,49.5228,50.0477,50.806
1068,50.3022,49.7824,50.5485,50.4241,50.2877,49.9034,50.1142,50.3515,50.2121,49.5292,50.0596,50.8129
1069,50.3095,49.7673,50.5479,50.4228,50.2849,49.9163,50.1192,50.3487,50.194,49.5424,50.0528,50.8181
1070,50.3041,49.7581,50.5797,50.4148,50.2888,49.9377,50.1217,50.3458,50.1879,49.542,50.0578,50.8267
1071,50.3013,49.749,50.5817,50.4195,50.2852,49.9241,50.1122,50.3412,50.1962,49.5398,50.0569,50.826
1072,50.3002,49.7688,50.5871,50.4115,50.2807,49.9157,50.0985,50.3545,50.2215,49.5522,50.0679,50.821
1073,50.2982,49.7545,50.5679,50.4238,50.2821,49.9192,50.1044,50.3626,50.2247,49.55,50.0687,50.81
1074,50.2962,49.7395,50.5665,50.4301,50.2675,49.9124,50.1204,50.3631,50.2228,49.5564,50.0567,50.8092
1075,50.2867,49.733,50.5593,50.434,50.2799,49.9134,50.1338,50.3476,50.2285,49.5611,50.0516,50.8008
1076,50.2839,49.7341,50.5765,50.4125,50.3024,49.9245,50.1523,50.3574,50.2215,49.5623,50.0727,50.7916
1077,50.2803,49.7445,50.5726,50.4256,50.3029,49.944,50.1411,50.3503,50.2205,49.5526,50.0617,50.7883
1078,50.2884,49.743,50.5695,50.4378,50.2976,49.961,50.1435,50.3534,50.2203,49.5572,50.0582,50.7994
1079,50.2949,49.7432,50.5648,50.4475,50.2889,49.9391,50.1291,50.3564,50.2167,49.5525,50.0489,50.7902
1080,50.3248,49.7359,50.587,50.453,50.2971,49.9476,50.1214,50.3451,50.2224,49.5546,50.043,50.7945
1081,50.3245,49.7193,50.5873,50.4568,50.2918,49.9392,50.1204,50.3457,50.207,49.5559,50.0454,50.8056
1082,50.3183,49.7061,50.5834,50.4648,50.2982,49.9342,50.1186,50.3386,50.206,49.5487,50.0361,50.7905
1083,50.3256,49.6996,50.5711,50.4551,50.3096,49.9266,50.1202,50.3291,50.2117,49.5685,50.0319,50.7864
1084,50.3211,49.6948,50.5748,50.4505,50.2976,49.9309,50.1234,50.338,50.1998,49.5731,50.0428,50.8169
1085,50.3166,49.6926,50.5684,50.43,50.3074,49.9243,50.1283,50.3251,50.2029,49.5903,50.0285,50.8085
1086,50.3313,49.708,50.5804,50.4287,50.3179,49.9285,50.1324,50.324,50.196,49.5932,50.031,50.8263
1087,50.3377,49.7125,50.5824,50.4066,50.3218,49.921,50.144,50.3137,50.1933,49.5936,50.0142,50.8238
1088,50.3274,49.7161,50.5768,50.4012,50.3248,49.9152,50.1631,50.3067,50.1973,49.5922,50.0192,50.8155
1089,50.3404,49.7339,50.5822,50.4067,50.3204,49.922,50.163,50.3106,50.2047,49.6186,50.0159,50.803
1090,50.3326,49.7283,50.5724,50.3955,50.3259,49.9204,50.1386,50.2986,50.2003,49.6147,50.025,50.809
1091,50.3381,49.716,50.5911,50.3918,50.3497,49.9096,50.126,50.2925,50.191,49.595,50.0167,50.8057
1092,50.332,49.7221,50.5814,50.3848,50.3593,49.908,50.1175,50.2948,50.195,49.5946,50.0267,50.7882
1093,50.3309,49.7149,50.58,50.401,50.3557,49.9006,50.1016,50.2795,50.184,49.5958,50.0208,50.7967
1094,50.3248,49.7126,50.5811,50.3874,50.3587,49.8806,50.104,50.2635,50.1788,49.6128,50.0358,50.7968
1095,50.3203,49.7162,50.5731,50.3796,50.3592,49.8782,50.1039,50.2516,50.1778,49.6198,50.0457,50.7903
1096,50.3415,49.7165,50.5701,50.3701,50.3357,49.8717,50.1021,50.258,50.1743,49.6152,50.0373,50.8037
1097,50.3362,49.7192,50.5829,50.3714,50.3346,49.8843,50.0888,50.2561,50.1974,49.6081,50.0448,50.8196
1098,50.3417,49.7236,50.5848,50.3736,50.331,49.8736,50.0763,50.2575,50.2146,49.6117,50.0348,50.8297
1099,50.348,49.7106,50.5876,50.3683,50.3323,49.8912,50.0721,50.2515,50.2186,49.627,50.0339,50.8223
1100,50.3411,49.7291,50.5904,50.3588,50.3229,49.8871,50.077,50.2422,50.2275,49.6265,50.0265,50.8166
1101,50.3325,49.7352,50.6006,50.3502,50.3152,49.9079,50.0761,50.2585,50.2331,49.6293,50.0215,50.82
1102,50.3372,49.7321,50.6042,50.3639,50.3207,49.913,50.0628,50.2541,50.2461,49.6305,50.0363,50.8308
1103,50.3311,49.7356,50.5979,50.376,50.3089,49.9255,50.0545,50.2605,50.2392,49.6152,50.0272,50.8467
1104,50.3333,49.7276,50.5965,50.3797,50.3218,49.9305,50.0486,50.2776,50.2365,49.6056,50.019,50.8442
1105,50.3231,49.732,50.6149,50.3802,50.31,49.9397,50.056,50.2789,50.2281,49.6018,50.0107,50.8484
1106,50.3204,49.7265,50.5938,50.3938,50.304,49.9381,50.0502,50.2664,50.2312,49.6063,50.0132,50.8411
1107,50.3152,49.7119,50.5965,50.4033,50.298,49.9241,50.046,50.2612,50.2334,49.5844,50.0181,50.8494
1108,50.3124,49.7023,50.5878,50.3956,50.3002,49.925,50.0493,50.2683,50.2316,49.5947,50.0172,50.8396
1109,50.3277,49.6927,50.5807,50.3854,50.2999,49.9234,50.0566,50.2615,50.2396,49.595,50.0164,50.8281
1110,50.3209,49.7233,50.59,50.3973,50.2988,49.9235,50.05,50.2597,50.2271,49.5839,49.9984,50.8405
1111,50.3198,49.7137,50.5805,50.4011,50.3075,49.931,50.0418,50.2701,50.2342,49.6031,50.0041,50.8406
1112,50.3382,49.7132,50.5767,50.3835,50.304,49.9236,50.0368,50.2633,50.2422,49.6125,49.9992,50.8333
1113,50.3298,49.7167,50.5688,50.393,50.3094,49.9139,50.0286,50.2647,50.242,49.617,50.0025,50.835
1114,50.3368,49.7219,50.5691,50.3935,50.3083,49.9131,50.0294,50.2604,50.2385,49.6067,50.0131,50.8399
1115,50.3219,49.7172,50.5637,50.3842,50.3089,49.9025,50.0245,50.2553,50.2571,49.5964,50.009,50.831
1116,50.3175,49.7175,50.5624,50.3985,50.298,49.9206,50.0351,50.2558,50.2617,49.5829,50.0016,50.8302
1117,50.3091,49.7194,50.5684,50.3949,50.3059,49.9109,50.0448,50.2621,50.2704,49.5784,50.0033,50.8426
1118,50.3072,49.7115,50.5663,50.3929,50.3315,49.9142,50.0611,50.2595,50.2726,49.5902,50.0203,50.8435
1119,50.311,49.7101,50.5698,50.4112,50.3288,49.9053,50.0789,50.2714,50.2594,49.6044,50.0325,50.8623
1120,50.3123,49.7242,50.5669,50.4157,50.314,49.8973,50.0837,50.2631,50.2657,49.5974,50.0146,50.864
1121,50.3048,49.7293,50.5737,50.4243,50.3121,49.8998,50.0706,50.2652,50.2638,49.5815,50.0065,50.8616
1122,50.3126,49.7174,50.5675,50.4328,50.2981,49.8877,50.0803,50.2383,50.2457,49.5794,50.017,50.8608
1123,50.3139,49.7128,50.567,50.4268,50.3067,49.8853,50.0681,50.2332,50.2374,49.5928,50.0292,50.8633
1124,50.312,49.6976,50.5559,50.4151,50.2838,49.8635,50.0607,50.2184,50.2396,49.5948,50.0364,50.8463
1125,50.2981,49.6979,50.5554,50.4163,50.2973,49.8782,50.0647,50.2207,50.2281,49.604,50.0283,50.8382
1126,50.2841,49.686,50.5711,50.42,50.3051,49.8759,50.0736,50.2116,50.2384,49.5995,50.0428,50.8245
1127,50.271,49.6839,50.5811,50.4188,50.3177,49.8639,50.0832,50.2001,50.2495,49.5926,50.0339,50.8473
1128,50.2732,49.6866,50.5927,50.4338,50.331,49.8583,50.0775,50.1943,50.2355,49.5954,50.0435,50.8392
1129,50.2561,49.6941,50.5905,50.4422,50.3347,49.8746,50.0814,50.1933,50.2321,49.595,50.0395,50.8473
1130,50.2551,49.7105,50.5723,50.4402,50.3417,49.8715,50.0741,50.202,50.2214,49.5857,50.0668,50.8402
1131,50.2636,49.718,50.563,50.4519,50.339,49.8918,50.0692,50.1906,50.2172,49.5747,50.0651,50.8394
1132,50.261,49.7247,50.5737,50.4684,50.3363,49.8903,50.0611,50.1912,50.2178,49.588,50.0836,50.85
1133,50.2568,49.7314,50.586,50.4607,50.3464,49.8864,50.0586,50.187,50.2265,49.5924,50.0682,50.8564
1134,50.2685,49.7292,50.5767,50.4771,50.3429,49.8921,50.0722,50.182,50.2231,49.6048,50.0529,50.8388
1135,50.2595,49.7302,50.5714,50.4847,50.3434,49.8978,50.0658,50.1787,50.2253,49.6203,50.0625,50.834
1136,50.2792,49.7361,50.5709,50.4755,50.3479,49.9019,50.0521,50.1881,50.2082,49.6167,50.0609,50.8381
1137,50.2814,49.7451,50.572,50.4727,50.3603,49.89,50.048,50.1975,50.2009,49.6202,50.0576,50.8454
1138,50.2891,49.7582,50.5683,50.4954,50.3449,49.8836,50.0544,50.1958,50.2135,49.6166,50.0663,50.8431
1139,50.2833,49.7552,50.5614,50.4958,50.3485,49.887,50.0631,50.1924,50.2309,49.6041,50.0495,50.8527
1140,50.287,49.7386,50.5545,50.4898,50.3482,49.8975,50.0431,50.189,50.2387,49.6053,50.0367,50.8408
1141,50.2987,49.7364,50.57,50.487,50.3551,49.908,50.0287,50.1745,50.2432,49.6072,50.0319,50.8472
1142,50.2905,49.7526,50.575,50.4905,50.3405,49.892,50.0231,50.1664,50.247,49.6091,50.0279,50.8353
1143,50.2942,49.7648,50.5674,50.5092,50.3457,49.8977,50.0279,50.1615,50.2436,49.6175,50.0382,50.8338
1144,50.3003,49.7658,50.5573,50.5215,50.3447,49.8978,50.0175,50.1502,50.2434,49.6051,50.0143,50.8443
1145,50.3008,49.7604,50.5616,50.5011,50.3293,49.9011,50.0143,50.1596,50.2368,49.6086,50.0135,50.8746
1146,50.3124,49.7591,50.577,50.5015,50.3306,49.9012,50.0175,50.1476,50.2374,49.6193,50.0048,50.8747
1147,50.3058,49.7569,50.5805,50.4987,50.339,49.9045,50.0294,50.1601,50.2372,49.6172,49.9905,50.8628
1148,50.3237,49.75,50.5712,50.4959,50.3545,49.9029,50.0357,50.1711,50.2465,49.6104,49.9881,50.8819
1149,50.3147,49.7494,50.5787,50.4899,50.34,49.8887,50.0325,50.1717,50.2312,49.5989,49.9905,50.8867
1150,50.3199,49.7591,50.5797,50.4784,50.3586,49.8912,50.0269,50.1692,50.2168,49.6,49.9937,50.8804
1151,50.3244,49.7633,50.5863,50.4709,50.3614,49.8865,50.0229,50.169,50.2111,49.5877,49.9976,50.8614
1152,50.3288,49.7635,50.5914,50.461,50.3643,49.8962,50.0261,50.1713,50.203,49.5928,49.9937,50.8606
1153,50.3364,49.7669,50.6114,50.4764,50.371,49.8994,50.0316,50.168,50.2068,49.5908,49.9945,50.8536
1154,50.3196,49.7663,50.603,50.4697,50.3652,49.9042,50.0386,50.1568,50.2042,49.5824,49.9984,50.8512
1155,50.3107,49.7633,50.6119,50.4559,50.3602,49.8964,50.0512,50.1551,50.2025,49.5788,50.0079,50.8552
1156,50.3089,49.7643,50.6177,50.4437,50.3591,49.9012,50.0354,50.1565,50.2062,49.5666,50.0008,50.8544
1157,50.3274,49.7551,50.6321,50.4339,50.3611,49.895,50.0385,50.1477,50.1974,49.5717,49.9914,50.8316
1158,50.3271,49.738,50.6253,50.4453,50.3655,49.8991,50.0409,50.146,50.1957,49.5776,49.9961,50.8372
1159,50.3175,49.7413,50.6082,50.452,50.3722,49.9149,50.0471,50.131,50.1939,49.5701,49.9914,50.838
1160,50.3351,49.7306,50.6046,50.4437,50.3649,49.9213,50.0455,50.1364,50.1993,49.572,49.9851,50.8349
1161,50.3271,49.7355,50.6134,50.441,50.3638,49.9072,50.0392,50.1371,50.1912,49.5849,49.9929,50.8342
1162,50.333,49.7412,50.6153,50.4422,50.3642,49.9049,50.0384,50.1448,50.1887,49.5978,49.9749,50.8375
1163,50.3281,49.7422,50.6108,50.4332,50.3593,49.9144,50.0446,50.1564,50.1862,49.5778,49.9797,50.8328
1164,50.3247,49.7354,50.6048,50.4375,50.3473,49.9129,50.0336,50.15,50.1798,49.5688,49.9984,50.851
1165,50.336,49.727,50.6027,50.4145,50.3493,49.9091,50.0273,50.1428,50.1757,49.566,49.9938,50.851
1166,50.3505,49.7382,50.5928,50.4064,50.3381,49.924,50.0398,50.1458,50.1756,49.564,49.9844,50.8542
1167,50.3518,49.7415,50.5845,50.4372,50.3293,49.9382,50.0382,50.1574,50.177,49.5652,49.9961,50.8527
1168,50.3391,49.7605,50.5786,50.4594,50.3259,49.9578,50.0343,50.1549,50.1714,49.5484,49.9899,50.834
1169,50.3279,49.7568,50.5618,50.4582,50.3295,49.9656,50.0273,50.1501,50.1674,49.5753,50.0,50.8356
1170,50.3315,49.7593,50.5543,50.4524,50.3308,49.9735,50.0156,50.1414,50.1696,49.5733,49.9992,50.8372
1171,50.3258,49.7611,50.5562,50.4543,50.3189,49.9649,50.0202,50.1367,50.1585,49.576,49.986,50.8326
1172,50.3371,49.7738,50.5666,50.4531,50.3109,49.9626,50.0155,50.128,50.17,49.5834,49.9814,50.8311
1173,50.3639,49.7747,50.5653,50.4489,50.2998,49.9712,50.0186,50.1333,50.1676,49.5845,49.9884,50.825
1174,50.3543,49.778,50.5602,50.4663,50.2934,49.9759,50.031,50.1255,50.1612,49.5725,49.9783,50.811
1175,50.3378,49.7891,50.5581,50.476,50.2846,49.9541,50.038,50.113,50.1634,49.5736,49.969,50.7971
1176,50.3499,49.8078,50.5754,50.4771,50.2798,49.9557,50.0604,50.1083,50.1617,49.5817,49.9714,50.7988
1177,50.3365,49.8258,50.5742,50.4798,50.278,49.969,50.0549,50.1089,50.1562,49.5813,49.9753,50.8136
1178,50.3377,49.8283,50.5822,50.4724,50.2801,49.9876,50.0464,50.1274,50.1622,49.5755,49.9745,50.8168
1179,50.3374,49.8284,50.5693,50.4659,50.2768,49.9938,50.0417,50.1419,50.1482,49.5859,49.9452,50.8247
1180,50.3364,49.8178,50.5581,50.4724,50.2727,49.9961,50.0332,50.1402,50.1565,49.5893,49.9653,50.8224
1181,50.3292,49.8141,50.5661,50.4666,50.2786,49.9814,50.0239,50.1555,50.1587,49.5881,49.9599,50.824
1182,50.3282,49.8212,50.5617,50.4693,50.2707,49.9845,50.0193,50.1546,50.1486,49.5885,49.97,50.8164
1183,50.3217,49.8252,50.5528,50.4804,50.2574,49.9776,50.0323,50.1583,50.1508,49.6143,49.9769,50.8103
1184,50.3253,49.8176,50.5523,50.4624,50.2618,49.9745,50.0431,50.1674,50.1537,49.6053,49.9785,50.8127
1185,50.3319,49.8247,50.5518,50.4689,50.2478,49.9846,50.0484,50.165,50.1559,49.5934,49.9701,50.8159
1186,50.3255,49.8302,50.5475,50.4754,50.2377,49.9854,50.0437,50.1771,50.1366,49.5814,49.9555,50.8268
1187,50.3298,49.8549,50.5386,50.4681,50.2466,49.9815,50.0368,50.177,50.1296,49.5818,49.967,50.8314
1188,50.3341,49.852,50.5321,50.4715,50.2342,49.9808,50.0429,50.1722,50.1302,49.5898,49.9655,50.8261
1189,50.3285,49.8444,50.5301,50.4581,50.2378,49.9739,50.0467,50.1652,50.1186,49.5855,49.9533,50.8193
1190,50.3366,49.8385,50.5189,50.4554,50.2422,49.9685,50.0451,50.1635,50.1178,49.602,49.9511,50.8078
1191,50.3462,49.8416,50.5254,50.4474,50.2473,49.9632,50.0329,50.1703,50.1215,49.6176,49.9481,50.8064
1192,50.333,49.8418,50.5059,50.4432,50.2403,49.9586,50.0267,50.1694,50.126,49.6065,49.9611,50.821
1193,50.3434,49.8434,50.4994,50.4421,50.2423,49.9602,50.032,50.1616,50.1358,49.616,49.9603,50.8272
1194,50.34,49.8527,50.5157,50.4425,50.2292,49.9702,50.0267,50.1683,50.1471,49.6201,49.965,50.8388
1195,50.339,49.8536,50.513,50.4406,50.2124,49.974,50.0305,50.1674,50.1759,49.6265,49.9657,50.8373
1196,50.3327,49.853,50.508,50.4357,50.2122,49.971,50.035,50.1627,50.1651,49.6413,49.9787,50.8221
1197,50.3256,49.8531,50.5038,50.4346,50.2022,49.9687,50.0365,50.1952,50.1543,49.6348,49.9818,50.8237
1198,50.3291,49.8563,50.5094,50.4403,50.1997,49.9916,50.0258,50.1814,50.1519,49.6358,49.9916,50.8314
1199,50.3303,49.8473,50.5181,50.446,50.1996,49.9886,50.0243,50.1737,50.1579,49.6316,50.0,50.8269
1200,50.3323,49.8527,50.5199,50.4403,50.1971,49.9901,50.0235,50.1728,50.1729,49.6319,50.0144,50.824
1201,50.3298,49.8392,50.5188,50.4445,50.1917,49.9871,50.0205,50.1825,50.1682,49.6223,50.0083,50.8157
1202,50.3295,49.8431,50.5327,50.4358,50.187,49.9954,50.0083,50.1642,50.159,49.6075,50.0288,50.815
1203,50.3202,49.8281,50.5217,50.4384,50.1763,49.9856,50.0219,50.1738,50.1619,49.5949,50.0257,50.8318
1204,50.3154,49.8229,50.5296,50.4267,50.1762,49.9697,50.0257,50.1896,50.1663,49.6013,50.0348,50.8334
1205,50.3219,49.8208,50.5239,50.4279,50.164,49.9697,50.0181,50.1902,50.1752,49.5835,50.0234,50.8312
1206,50.3269,49.8232,50.528,50.4208,50.1586,49.9621,50.0106,50.1825,50.1803,49.5771,50.0272,50.8396
1207,50.3206,49.8332,50.5245,50.4355,50.163,49.9879,49.9992,50.1823,50.1779,49.5714,50.0294,50.8359
1208,50.3196,49.8295,50.5354,50.4321,50.1621,49.9985,49.9985,50.1897,50.1906,49.58,50.0294,50.8465
1209,50.3089,49.8206,50.5229,50.443,50.1627,49.9955,50.0045,50.2173,50.1882,49.5789,50.0474,50.836
1210,50.3063,49.8268,50.5157,50.4404,50.1573,49.9811,50.0075,50.2292,50.1842,49.5875,50.0526,50.8375
1211,50.3008,49.8247,50.5145,50.437,50.1692,49.9668,50.0075,50.2267,50.1931,49.5863,50.0436,50.8398
1212,50.3043,49.8339,50.5156,50.4157,50.1638,49.9661,50.0218,50.2198,50.1915,49.5837,50.0405,50.8301
1213,50.3018,49.8385,50.5234,50.4416,50.1756,49.9526,50.0248,50.2279,50.1935,49.5833,50.0465,50.8234
1214,50.3173,49.8311,50.5222,50.4502,50.1941,49.9541,50.0412,50.2037,50.1941,49.5821,50.0517,50.8205
1215,50.3274,49.814,50.5188,50.4536,50.1925,49.9572,50.042,50.2073,50.2007,49.5877,50.0532,50.8213
1216,50.3324,49.8104,50.5206,50.4577,50.1961,49.9527,50.0449,50.2124,50.2178,49.588,50.0367,50.8199
1217,50.3388,49.8241,50.515,50.4364,50.1877,49.9497,50.0471,50.2077,50.2183,49.5951,50.0344,50.8298
1218,50.3274,49.8175,50.5063,50.4323,50.1883,49.9678,50.0643,50.2247,50.2152,49.5932,50.0336,50.8426
1219,50.3279,49.8161,50.5246,50.4319,50.1934,49.964,50.0717,50.223,50.218,49.6003,50.0381,50.8367
1220,50.3313,49.8118,50.5152,50.4316,50.1835,49.9603,50.0634,50.2154,50.2059,49.6043,50.0447,50.8442
1221,50.337,49.812,50.5029,50.4424,50.1797,49.9589,50.0581,50.2152,50.1967,49.6099,50.0454,50.848
1222,50.333,49.8091,50.5054,50.4517,50.1847,49.9604,50.0544,50.2143,50.1929,49.6147,50.038,50.8525
1223,50.3298,49.8056,50.4961,50.4632,50.1905,49.9582,50.0543,50.2074,50.1905,49.6247,50.029,50.8571
1224,50.3369,49.8087,50.4838,50.4658,50.1822,49.9582,50.0416,50.2273,50.1814,49.619,50.0149,50.8557
1225,50.3329,49.8185,50.476,50.4743,50.1813,49.9538,50.0297,50.2353,50.1887,49.6261,50.029,50.8565
1226,50.3415,49.8239,50.4741,50.4776,50.1826,49.9411,50.0245,50.2269,50.1952,49.6234,50.0297,50.8543
1227,50.3324,49.8166,50.473,50.4802,50.1714,49.939,50.0334,50.2349,50.1936,49.6229,50.0274,50.835
1228,50.3343,49.813,50.4674,50.4917,50.1617,49.9286,50.0341,50.2251,50.1964,49.6091,50.0393,50.8418
