,No Strategy
1892,49.9512
1893,49.9542
1894,49.9595
1895,49.9691
1896,49.9682
1897,49.9648
1898,49.9658
1899,49.9625
1900,49.9519
1901,49.9587
1902,49.9553
1903,49.952
1904,49.9592
1905,49.9607
1906,49.9669
1907,49.9727
1908,49.967
1909,49.9598
1910,49.9656
1911,49.9665
1912,49.9623
1913,49.9637
1914,49.9623
1915,49.9704
1916,49.9671
1917,49.9614
1918,49.9586
1919,49.9638
1920,49.9591
1921,49.9596
1922,49.9539
1923,49.9511
1924,49.953
1925,49.9464
1926,49.9355
1927,49.9303
1928,49.9294
1929,49.9219
1930,49.9181
1931,49.9224
1932,49.9139
1933,49.9041
1934,49.9003
1935,49.9018
1936,49.9075
1937,49.9076
1938,49.9086
1939,49.9048
1940,49.9054
1941,49.8965
1942,49.896
1943,49.8952
1944,49.8914
1945,49.8788
1946,49.8822
1947,49.8813
1948,49.8748
1949,49.8692
1950,49.8721
1951,49.8712
1952,49.8647
1953,49.8615
1954,49.8602
1955,49.8537
1956,49.8538
1957,49.8501
1958,49.8493
1959,49.8424
1960,49.8434
1961,49.8505
1962,49.8547
1963,49.8553
1964,49.853
1965,49.8517
1966,49.855
1967,49.8509
1968,49.8621
1969,49.8627
1970,49.8674
1971,49.8679
1972,49.8712
1973,49.8708
1974,49.8713
1975,49.8659
1976,49.8618
1977,49.8517
1978,49.8522
1979,49.8523
1980,49.8514
1981,49.8529
1982,49.846
1983,49.8383
1984,49.8462
1985,49.8477
1986,49.8404
1987,49.8432
1988,49.8396
1989,49.8475
1990,49.8494
1991,49.8481
1992,49.8372
1993,49.8322
1994,49.8378
1995,49.8411
1996,49.8503
1997,49.8458
1998,49.8427
1999,49.8318
2000,49.8392
2001,49.8397
2002,49.8385
2003,49.8363
2004,49.8322
2005,49.8273
2006,49.8233
2007,49.8207
2008,49.8148
2009,49.8085
2010,49.8046
2011,49.8187
2012,49.8188
2013,49.8194
2014,49.824
2015,49.8318
2016,49.8369
2017,49.8347
2018,49.8429
2019,49.8398
2020,49.834
2021,49.8395
2022,49.8392
2023,49.8221
2024,49.8231
2025,49.8245
2026,49.83
2027,49.8247
2028,49.8252
2029,49.8316
2030,49.8425
2031,49.83
2032,49.835
2033,49.8324
2034,49.8369
2035,49.8447
2036,49.8542
2037,49.8695
2038,49.8655
2039,49.8674
2040,49.8594
2041,49.8581
2042,49.8644
2043,49.8573
2044,49.8561
2045,49.8602
2046,49.8526
2047,49.8585
2048,49.8635
2049,49.8564
2050,49.8574
2051,49.8592
2052,49.858
2053,49.8652
2054,49.8715
2055,49.8724
2056,49.8756
2057,49.8792
2058,49.8708
2059,49.8722
2060,49.8811
2061,49.8785
2062,49.8804
2063,49.8791
2064,49.8743
2065,49.8797
2066,49.8833
2067,49.8723
2068,49.8728
2069,49.8795
2070,49.8791
2071,49.869
2072,49.8607
2073,49.855
2074,49.8515
2075,49.8662
2076,49.8684
2077,49.8764
2078,49.8822
2079,49.8805
2080,49.8845
2081,49.8859
2082,49.8894
2083,49.8908
2084,49.8987
2085,49.8975
2086,49.9019
2087,49.9011
2088,49.9094
2089,49.9108
2090,49.9051
2091,49.9048
2092,49.9039
2093,49.9088
2094,49.9114
2095,49.9115
2096,49.9194
2097,49.9207
2098,49.9282
2099,49.9308
2100,49.94
2101,49.9409
2102,49.9431
2103,49.9418
2104,49.9457
2105,49.9484
2106,49.9605
2107,49.9601
2108,49.9614
2109,49.9632
2110,49.9597
2111,49.9624
2112,49.9598
2113,49.9715
2114,49.9663
2115,49.9646
2116,49.9594
2117,49.9594
2118,49.959
2119,49.9629
2120,49.9642
2121,49.9617
2122,49.966
2123,49.9733
2124,49.9785
2125,49.9811
2126,49.9768
2127,49.9751
2128,49.9674
2129,49.9579
2130,49.9584
2131,49.961
2132,49.9576
2133,49.958
2134,49.9628
2135,49.9546
2136,49.9444
2137,49.9491
2138,49.9432
2139,49.9415
2140,49.9381
2141,49.9386
2142,49.9386
2143,49.945
2144,49.9403
2145,49.9387
2146,49.9408
2147,49.9481
2148,49.9515
2149,49.9464
2150,49.9541
2151,49.9563
2152,49.9686
2153,49.9703
2154,49.9631
2155,49.9585
2156,49.961
2157,49.9585
2158,49.9572
2159,49.9556
2160,49.9556
2161,49.9641
2162,49.9637
2163,49.9671
2164,49.9692
2165,49.9696
2166,49.9726
2167,49.9709
2168,49.973
2169,49.9785
2170,49.9811
2171,49.9785
2172,49.9781
2173,49.979
2174,49.9845
2175,49.9824
2176,49.9882
2177,49.9916
2178,49.9891
2179,49.9878
2180,49.982
2181,49.982
2182,49.9853
2183,49.9862
2184,49.9916
2185,49.9954
2186,49.9967
2187,49.9962
2188,50.0021
2189,49.9975
2190,49.9967
2191,49.9996
2192,50.0029
2193,50.0058
2194,50.0033
2195,49.9983
2196,49.9908
2197,49.9996
2198,49.9925
2199,49.9996
2200,49.9963
2201,49.9929
2202,49.9917
2203,49.9967
2204,49.9938
2205,49.9996
2206,49.9905
2207,49.9847
2208,49.9814
2209,49.981
2210,49.9872
2211,49.976
2212,49.9847
2213,49.9864
2214,49.9963
2215,49.9963
2216,49.9922
2217,49.9852
2218,49.9885
2219,49.9802
2220,49.9811
2221,49.9798
2222,49.9762
2223,49.9832
2224,49.9807
2225,49.9811
2226,49.9836
2227,49.9861
2228,49.9832
2229,49.9824
2230,49.9832
2231,49.9853
2232,49.9844
2233,49.9804
2234,49.9742
2235,49.9693
2236,49.9632
2237,49.9641
2238,49.9661
2239,49.9641
2240,49.9694
2241,49.9796
2242,49.9796
2243,49.9739
2244,49.9715
2245,49.9719
2246,49.9809
2247,49.9736
2248,49.9736
2249,49.9691
2250,49.97
2251,49.9687
2252,49.9781
2253,49.9785
2254,49.9745
2255,49.9757
2256,49.9757
2257,49.9777
2258,49.9709
2259,49.9701
2260,49.9689
2261,49.9632
2262,49.9637
2263,49.9669
2264,49.973
2265,49.9742
2266,49.9746
2267,49.9766
2268,49.973
2269,49.9714
2270,49.9698
2271,49.969
2272,49.9706
2273,49.9839
2274,49.9823
2275,49.9747
2276,49.9779
2277,49.9771
2278,49.9707
2279,49.9792
2280,49.974
2281,49.9716
2282,49.9704
2283,49.9652
2284,49.9692
2285,49.9692
2286,49.9704
2287,49.9704
2288,49.9697
2289,49.9649
2290,49.9665
2291,49.9665
2292,49.9605
2293,49.961
2294,49.9737
2295,49.9709
2296,49.9706
2297,49.9698
2298,49.9726
2299,49.977
2300,49.969
2301,49.9714
2302,49.9758
2303,49.9699
2304,49.9687
2305,49.9667
2306,49.96
2307,49.9545
2308,49.9608
2309,49.9593
2310,49.9573
2311,49.9553
2312,49.955
2313,49.9581
2314,49.9672
2315,49.9582
2316,49.9558
2317,49.9625
2318,49.9582
2319,49.9575
2320,49.9587
2321,49.9606
2322,49.9579
2323,49.9548
2324,49.9469
2325,49.9501
2326,49.9466
2327,49.9486
2328,49.9447
2329,49.9435
2330,49.94
2331,49.9373
2332,49.9365
2333,49.9366
2334,49.9319
2335,49.9264
2336,49.9296
2337,49.9265
2338,49.9265
2339,49.9277
2340,49.9297
2341,49.9282
2342,49.9278
2343,49.9244
2344,49.9228
2345,49.9287
2346,49.9303
2347,49.9327
2348,49.93
2349,49.9304
2350,49.9339
2351,49.9293
2352,49.9328
2353,49.9367
2354,49.9387
2355,49.9317
2356,49.9411
2357,49.9392
2358,49.9392
2359,49.9396
2360,49.9423
2361,49.9427
2362,49.9401
2363,49.9474
2364,49.9413
2365,49.9347
2366,49.9332
2367,49.9402
2368,49.9456
2369,49.9503
2370,49.9499
2371,49.9445
2372,49.9434
2373,49.9419
2374,49.9461
2375,49.9485
2376,49.9512
2377,49.9535
2378,49.9458
2379,49.9436
2380,49.9409
2381,49.9509
2382,49.9547
2383,49.954
2384,49.9533
2385,49.9537
2386,49.9541
2387,49.9629
2388,49.9644
2389,49.9679
2390,49.9648
2391,49.9629
2392,49.9672
2393,49.9748
2394,49.976
2395,49.9741
2396,49.9661
2397,49.9752
2398,49.9745
2399,49.9798
2400,49.9821
2401,49.9802
2402,49.9844
2403,49.984
2404,49.9924
2405,50.0
2406,50.0057
2407,50.0095
2408,50.0049
2409,50.0087
2410,50.0099
2411,50.0076
2412,50.0045
2413,50.0004
2414,49.9958
2415,49.9974
2416,50.0023
2417,49.9932
2418,50.0011
2419,50.0026
2420,50.0049
2421,49.9989
2422,50.0004
2423,50.0079
2424,50.0053
2425,50.0064
2426,50.0098
2427,50.0056
2428,50.0098
2429,50.0109
2430,50.012
2431,50.0045
2432,50.0139
2433,50.0206
2434,50.0259
2435,50.0188
2436,50.0082
2437,50.0004
2438,49.9996
2439,49.9993
2440,49.9959
2441,49.9925
2442,49.9914
2443,50.0
2444,50.0011
2445,50.0011
2446,50.0071
2447,50.0022
2448,50.0019
2449,49.9978
2450,49.9981
2451,49.9981
2452,49.9978
2453,49.9896
2454,49.9847
2455,49.9963
2456,49.9955
2457,49.9952
2458,49.9922
2459,49.9922
2460,49.9929
2461,49.9855
2462,49.9818
2463,49.9822
2464,49.9785
2465,49.9704
2466,49.97
2467,49.9741
2468,49.9741
2469,49.9778
2470,49.9804
2471,49.9808
2472,49.9819
2473,49.9823
2474,49.9753
2475,49.9767
2476,49.9712
2477,49.9639
2478,49.9654
2479,49.9643
2480,49.9646
2481,49.9624
2482,49.9614
2483,49.968
2484,49.9632
2485,49.9673
2486,49.9717
2487,49.9761
2488,49.9805
2489,49.9828
2490,49.9828
2491,49.9886
2492,49.9886
2493,49.9952
2494,49.9916
2495,49.9912
2496,49.9868
2497,49.9931
2498,49.9927
2499,49.9909
2500,49.9909
2501,49.9931
2502,49.9854
2503,49.9821
2504,49.985
2505,49.9825
2506,49.9763
2507,49.977
2508,49.9752
2509,49.9742
2510,49.9793
2511,49.9738
2512,49.9749
2513,49.9778
2514,49.9746
2515,49.9699
2516,49.9691
2517,49.9673
2518,49.9735
2519,49.9764
2520,49.9873
2521,49.9924
2522,49.9942
2523,49.9862
2524,49.9834
2525,49.9819
2526,49.9834
2527,49.9859
2528,49.9758
2529,49.9805
2530,49.9762
2531,49.978
2532,49.982
2533,49.9787
2534,49.9722
2535,49.9694
2536,49.9651
2537,49.964
2538,49.9637
2539,49.9601
2540,49.9579
2541,49.959
2542,49.9583
2543,49.9576
2544,49.9576
2545,49.9594
2546,49.9602
2547,49.9559
2548,49.9466
2549,49.9488
2550,49.9516
2551,49.9513
2552,49.9535
2553,49.9456
2554,49.9428
2555,49.9382
2556,49.93
2557,49.9321
2558,49.9347
2559,49.9361
2560,49.9397
2561,49.9376
2562,49.9408
2563,49.9401
2564,49.9377
2565,49.9377
2566,49.9334
2567,49.9285
2568,49.9257
2569,49.931
2570,49.9261
2571,49.9304
2572,49.9322
2573,49.9318
2574,49.9276
2575,49.9284
2576,49.9298
2577,49.933
2578,49.9359
2579,49.9409
2580,49.9395
2581,49.9338
2582,49.9296
2583,49.9286
2584,49.9254
2585,49.9219
2586,49.9223
2587,49.9209
2588,49.9195
2589,49.9224
2590,49.9171
2591,49.9217
2592,49.9253
2593,49.9218
2594,49.9222
2595,49.9208
2596,49.917
2597,49.9163
2598,49.9209
2599,49.9213
2600,49.9174
2601,49.9129
2602,49.9108
2603,49.9165
2604,49.9179
2605,49.9131
2606,49.9197
2607,49.9222
2608,49.9198
2609,49.9167
2610,49.922
2611,49.9181
2612,49.9168
2613,49.9203
2614,49.9168
2615,49.9151
2616,49.9131
2617,49.9145
2618,49.91
2619,49.9132
2620,49.9163
2621,49.9216
2622,49.9167
2623,49.9168
2624,49.9137
2625,49.9088
2626,49.9117
2627,49.9068
2628,49.9114
2629,49.9211
2630,49.9226
2631,49.9243
2632,49.9306
2633,49.9275
2634,49.93
2635,49.9262
2636,49.9269
2637,49.928
2638,49.9249
2639,49.9256
2640,49.9263
2641,49.9294
2642,49.9309
2643,49.935
2644,49.9357
2645,49.9392
2646,49.9375
2647,49.9282
2648,49.9331
2649,49.9321
2650,49.9304
2651,49.929
2652,49.9359
2653,49.936
2654,49.9363
2655,49.9288
2656,49.925
2657,49.9261
2658,49.9285
2659,49.9272
2660,49.9313
2661,49.9355
2662,49.93
2663,49.9348
2664,49.9304
2665,49.9301
2666,49.9294
2667,49.9284
2668,49.9219
2669,49.9251
2670,49.92
2671,49.9128
2672,49.9101
2673,49.9067
2674,49.9112
2675,49.9225
2676,49.9242
2677,49.9226
2678,49.9151
2679,49.9223
2680,49.9199
2681,49.923
2682,49.9217
2683,49.9207
2684,49.9299
2685,49.9289
2686,49.93
2687,49.9242
2688,49.9235
2689,49.9198
2690,49.9233
2691,49.9247
2692,49.9237
2693,49.925
2694,49.9261
2695,49.9197
2696,49.9156
2697,49.9201
2698,49.9157
2699,49.9205
2700,49.9205
2701,49.9202
2702,49.9196
2703,49.9263
2704,49.9257
2705,49.9281
2706,49.9305
2707,49.9366
2708,49.9379
2709,49.9383
2710,49.9343
2711,49.9299
2712,49.9262
2713,49.9307
2714,49.9307
2715,49.926
2716,49.9344
2717,49.9365
2718,49.9375
2719,49.9382
2720,49.9426
2721,49.9503
2722,49.9473
2723,49.9514
2724,49.9574
2725,49.9521
2726,49.9457
2727,49.9478
2728,49.9481
2729,49.9528
2730,49.9578
2731,49.9545
2732,49.9629
2733,49.9622
2734,49.9589
2735,49.9583
2736,49.9546
2737,49.9516
2738,49.9473
2739,49.939
2740,49.9423
2741,49.9444
2742,49.939
2743,49.9474
2744,49.9484
2745,49.9458
2746,49.9415
2747,49.9421
2748,49.9398
2749,49.9405
2750,49.9452
2751,49.9392
2752,49.9446
2753,49.9529
2754,49.9572
2755,49.9589
2756,49.9599
2757,49.9639
2758,49.9679
2759,49.9646
2760,49.9662
2761,49.9669
2762,49.9772
2763,49.9868
2764,49.9868
2765,49.9828
2766,49.9795
2767,49.9739
2768,49.9762
2769,49.97
2770,49.9766
2771,49.9789
2772,49.9858
2773,49.9875
2774,49.9855
2775,49.9901
2776,49.9931
2777,49.9914
2778,49.9849
2779,49.9869
2780,49.9918
2781,49.9938
2782,49.9944
2783,49.9984
2784,49.9974
2785,49.9934
2786,49.997
2787,50.0023
2788,50.0049
2789,50.0039
2790,50.0062
2791,50.0085
2792,50.0124
2793,50.0124
2794,50.0092
2795,50.0046
2796,49.9971
2797,49.9948
2798,49.9922
2799,49.998
2800,50.0036
2801,50.0062
2802,50.0075
2803,50.0059
2804,50.0036
2805,49.9967
2806,49.9964
2807,49.9919
2808,49.9961
2809,49.9932
2810,49.9915
2811,49.987
2812,49.9821
2813,49.988
2814,49.9958
2815,49.9932
2816,49.9903
2817,49.9877
2818,49.9867
2819,49.9916
2820,49.9883
2821,49.9867
2822,49.9854
2823,49.9861
2824,49.9854
2825,49.9845
2826,49.9822
2827,49.9829
2828,49.9926
2829,49.9864
2830,49.9871
2831,49.9887
2832,49.9842
2833,49.9845
2834,49.9842
2835,49.9865
2836,49.9849
2837,49.9829
2838,49.9903
2839,49.999
2840,50.001
2841,49.9994
2842,50.0026
2843,49.9955
2844,49.9942
2845,49.9949
2846,49.9968
2847,49.9997
2848,49.9981
2849,49.9942
2850,49.9955
2851,49.9968
2852,49.993
2853,49.9894
2854,49.9901
2855,49.9898
2856,49.9942
2857,49.9952
2858,49.9962
2859,49.9987
2860,49.9994
2861,50.0013
2862,49.9974
2863,50.0035
2864,50.0051
2865,50.0067
2866,50.0073
2867,50.0076
2868,50.0086
2869,50.0146
2870,50.0121
2871,50.0073
2872,50.006
2873,50.0048
2874,50.0073
2875,50.007
2876,49.999
2877,50.0003
2878,50.0044
2879,49.9978
2880,49.9943
2881,49.9997
2882,49.9984
2883,49.999
2884,49.9943
2885,49.9899
2886,49.9915
2887,49.993
2888,49.9959
2889,49.9987
2890,49.9975
2891,50.0022
2892,50.0028
2893,50.0041
2894,50.0022
2895,50.0013
2896,50.0035
2897,50.0019
2898,50.0044
2899,49.9991
2900,50.0035
2901,50.0044
2902,49.9987
2903,50.0016
2904,50.0047
2905,50.0016
2906,50.0035
2907,50.0116
2908,50.0082
2909,50.0097
2910,50.0041
2911,50.0016
2912,50.0009
2913,50.0003
2914,49.9978
2915,49.9966
2916,49.9931
2917,49.989
2918,49.9872
2919,49.9878
2920,49.989
2921,49.9847
2922,49.9881
2923,49.9828
2924,49.9816
2925,49.9838
2926,49.9828
2927,49.9813
2928,49.9847
2929,49.9819
2930,49.9763
2931,49.9698
2932,49.9735
2933,49.9738
2934,49.972
2935,49.9648
2936,49.9652
2937,49.9664
2938,49.9652
2939,49.9695
2940,49.9674
2941,49.9637
2942,49.9612
2943,49.9634
2944,49.9615
2945,49.9606
2946,49.9603
2947,49.9597
2948,49.9594
2949,49.9625
2950,49.9659
2951,49.9647
2952,49.9632
2953,49.9589
2954,49.9589
2955,49.962
2956,49.9669
2957,49.9657
2958,49.9682
2959,49.9704
2960,49.9753
2961,49.9725
2962,49.9682
2963,49.9658
2964,49.9692
2965,49.9649
2966,49.9627
2967,49.9631
2968,49.9624
2969,49.9566
2970,49.9597
2971,49.964
2972,49.9637
2973,49.9659
2974,49.9625
2975,49.961
2976,49.9638
2977,49.9684
2978,49.9733
2979,49.9721
2980,49.9767
2981,49.9767
2982,49.9773
2983,49.978
2984,49.977
2985,49.9804
2986,49.978
2987,49.9749
2988,49.9746
2989,49.9719
2990,49.9734
2991,49.9771
2992,49.9823
2993,49.9796
2994,49.9759
2995,49.9744
2996,49.9738
2997,49.9811
2998,49.9805
2999,49.9814
3000,49.9826
3001,49.9805
3002,49.9808
3003,49.9766
3004,49.9796
3005,49.972
3006,49.9784
3007,49.9803
3008,49.9818
3009,49.9863
3010,49.9897
3011,49.9882
3012,49.9867
3013,49.9915
3014,49.9997
3015,49.9985
3016,49.9912
3017,49.9879
3018,49.9882
3019,49.9864
3020,49.9776
3021,49.9794
3022,49.9816
3023,49.9873
3024,49.9837
3025,49.9837
3026,49.9807
3027,49.9801
3028,49.9795
3029,49.9816
3030,49.9735
3031,49.9747
3032,49.9792
3033,49.9792
3034,49.9756
3035,49.978
3036,49.9795
3037,49.9804
3038,49.978
3039,49.9787
3040,49.9799
3041,49.9799
3042,49.9787
3043,49.9778
3044,49.9781
3045,49.9808
3046,49.9766
3047,49.9784
3048,49.9739
3049,49.9706
3050,49.9715
3051,49.9689
3052,49.9683
3053,49.9698
3054,49.9704
3055,49.9656
3056,49.9638
3057,49.9597
3058,49.9564
3059,49.9564
3060,49.9537
3061,49.9594
3062,49.9615
3063,49.963
3064,49.9586
3065,49.9657
3066,49.9663
3067,49.9735
3068,49.9753
3069,49.9735
3070,49.9798
3071,49.9795
3072,49.9801
3073,49.9771
3074,49.9789
3075,49.9715
3076,49.9703
3077,49.9751
3078,49.9816
3079,49.9789
3080,49.9745
3081,49.9754
3082,49.9763
3083,49.9837
3084,49.9834
3085,49.9781
3086,49.9837
3087,49.9825
3088,49.9837
3089,49.9864
3090,49.9876
3091,49.9888
3092,49.9947
3093,50.0
3094,50.0
3095,49.9982
3096,49.9988
3097,49.9973
3098,49.9991
3099,49.9997
3100,49.9991
3101,49.9968
3102,49.9968
3103,49.9953
3104,49.9944
3105,49.9947
3106,49.9962
3107,50.0024
3108,50.0094
3109,50.0123
3110,50.0129
3111,50.0112
3112,50.0129
3113,50.0156
3114,50.0126
3115,50.0126
3116,50.0161
3117,50.0188
3118,50.0182
3119,50.0193
3120,50.0205
3121,50.0158
3122,50.0176
3123,50.0137
3124,50.0117
3125,50.0172
3126,50.0132
3127,50.0143
3128,50.0091
3129,50.0172
3130,50.0178
3131,50.028
3132,50.0254
3133,50.0286
3134,50.0306
3135,50.0286
3136,50.0294
3137,50.0274
3138,50.0274
3139,50.0335
3140,50.0294
3141,50.0285
3142,50.0302
3143,50.0288
3144,50.0296
3145,50.0334
3146,50.0346
3147,50.0372
3148,50.0383
3149,50.0305
3150,50.029
3151,50.029
3152,50.0296
3153,50.0327
3154,50.0281
3155,50.0261
3156,50.0223
3157,50.0208
3158,50.0176
3159,50.0197
3160,50.0214
3161,50.0228
3162,50.0222
3163,50.0222
3164,50.0243
3165,50.026
3166,50.0257
3167,50.0271
3168,50.0294
3169,50.0331
3170,50.0311
3171,50.0265
3172,50.0259
3173,50.0282
3174,50.0285
3175,50.0308
3176,50.036
3177,50.0391
3178,50.0379
3179,50.0397
3180,50.035
3181,50.0327
3182,50.0299
3183,50.0287
3184,50.0301
3185,50.0241
3186,50.0255
3187,50.0304
3188,50.0295
3189,50.0335
3190,50.0355
3191,50.0312
3192,50.0326
3193,50.0283
3194,50.028
3195,50.0249
3196,50.0229
3197,50.0269
3198,50.032
3199,50.0334
3200,50.0268
3201,50.03
3202,50.0342
3203,50.0334
3204,50.0348
3205,50.0353
3206,50.0325
3207,50.0279
3208,50.0228
3209,50.0176
3210,50.0216
3211,50.0219
3212,50.0199
3213,50.0179
3214,50.0225
3215,50.0233
3216,50.0224
3217,50.0239
3218,50.0247
3219,50.0258
3220,50.025
3221,50.0264
3222,50.0255
3223,50.0272
3224,50.0303
3225,50.0278
3226,50.0266
3227,50.0303
3228,50.0277
3229,50.0226
3230,50.0255
3231,50.0218
3232,50.026
3233,50.0209
3234,50.0285
3235,50.028
3236,50.0294
3237,50.0378
3238,50.0443
3239,50.0446
3240,50.0414
3241,50.0442
3242,50.0445
3243,50.0448
3244,50.0479
3245,50.0504
3246,50.0484
3247,50.0487
3248,50.0495
3249,50.052
3250,50.0483
3251,50.0506
3252,50.0503
3253,50.0519
3254,50.055
3255,50.0533
3256,50.0513
3257,50.0524
3258,50.0516
3259,50.0488
3260,50.0502
3261,50.0479
3262,50.0462
3263,50.0403
3264,50.0403
3265,50.0504
3266,50.0498
3267,50.052
3268,50.0579
3269,50.0564
3270,50.0617
3271,50.0586
3272,50.0609
3273,50.0567
3274,50.06
3275,50.0589
3276,50.0558
3277,50.0546
3278,50.0568
3279,50.0674
3280,50.068
3281,50.0763
3282,50.0729
3283,50.0723
3284,50.0723
3285,50.0762
3286,50.0695
3287,50.0686
3288,50.067
3289,50.0633
3290,50.0633
3291,50.0591
3292,50.0569
3293,50.0583
3294,50.0588
3295,50.0568
3296,50.0532
3297,50.0518
3298,50.0485
3299,50.0426
3300,50.0429
3301,50.0465
3302,50.0429
3303,50.0401
3304,50.0393
3305,50.0442
3306,50.0439
3307,50.0389
3308,50.0431
3309,50.0453
3310,50.0395
3311,50.0397
3312,50.0439
3313,50.0483
3314,50.0466
3315,50.0485
3316,50.0485
3317,50.0485
3318,50.0474
3319,50.0449
3320,50.0498
3321,50.0487
3322,50.0514
3323,50.0514
3324,50.053
3325,50.05
3326,50.0483
3327,50.0428
3328,50.0478
3329,50.0513
3330,50.0513
3331,50.0444
3332,50.0444
3333,50.0422
3334,50.0474
3335,50.043
3336,50.0438
3337,50.046
3338,50.0452
3339,50.0512
3340,50.0531
3341,50.0506
3342,50.0528
3343,50.0525
3344,50.0475
3345,50.0467
3346,50.0505
3347,50.0486
3348,50.0434
3349,50.0393
3350,50.0428
3351,50.0431
3352,50.036
3353,50.0387
3354,50.034
3355,50.0294
3356,50.0253
3357,50.0261
3358,50.0286
3359,50.0277
3360,50.0302
3361,50.0255
3362,50.0253
3363,50.0247
3364,50.0293
3365,50.0334
3366,50.0328
3367,50.0307
3368,50.0252
3369,50.0247
3370,50.0214
3371,50.0171
3372,50.016
3373,50.016
3374,50.0173
3375,50.0149
3376,50.0184
3377,50.0238
3378,50.0216
3379,50.0251
3380,50.0208
3381,50.0235
3382,50.0224
3383,50.0216
3384,50.0205
3385,50.0197
3386,50.0219
3387,50.0202
3388,50.0181
3389,50.0167
3390,50.0194
3391,50.0191
3392,50.021
3393,50.0162
3394,50.0205
3395,50.0172
3396,50.0145
3397,50.0113
3398,50.0124
3399,50.0097
3400,50.0046
3401,50.0067
3402,50.007
3403,50.0078
3404,50.0107
3405,50.0086
3406,50.0056
3407,50.0091
3408,50.0113
3409,50.0046
3410,50.0059
3411,50.0086
3412,50.0043
3413,50.0059
3414,50.004
3415,50.004
3416,50.0013
3417,50.0008
3418,50.0013
3419,50.0045
3420,50.0072
3421,50.0069
3422,50.0123
3423,50.0085
3424,50.0021
3425,50.0035
3426,50.0043
3427,50.0059
3428,50.0075
3429,50.0043
3430,49.9971
3431,49.9955
3432,49.9981
3433,49.9957
3434,49.9904
3435,49.9928
3436,49.9912
3437,49.9926
3438,49.9915
3439,49.9928
3440,49.9902
3441,49.9907
3442,49.9973
3443,49.9918
3444,49.9859
3445,49.9889
3446,49.9899
3447,49.9928
3448,49.9915
3449,49.9966
3450,49.9997
3451,49.9992
3452,49.9992
3453,49.9952
3454,49.9963
3455,49.9995
3456,50.0
3457,49.9982
3458,50.0008
3459,49.9968
3460,49.9992
3461,50.0008
3462,49.9989
3463,49.9934
3464,49.9987
3465,50.0021
3466,50.0
3467,50.0026
3468,50.0037
3469,50.0063
3470,50.0024
3471,50.0039
3472,50.0076
3473,50.0063
3474,50.0042
3475,49.9974
3476,49.9987
3477,49.9974
3478,50.0039
3479,50.0005
3480,49.9971
3481,50.0018
3482,50.0047
3483,50.0073
3484,50.0123
3485,50.0173
3486,50.0162
3487,50.0178
3488,50.0178
3489,50.0154
3490,50.0144
3491,50.0123
3492,50.0065
3493,50.001
3494,49.9995
3495,50.0005
3496,49.9979
3497,49.9961
3498,49.995
3499,49.9935
3500,49.9935
3501,49.9903
3502,49.988
3503,49.9854
3504,49.9838
3505,49.9857
3506,49.9891
3507,49.9906
3508,49.9865
3509,49.9789
3510,49.9758
3511,49.9763
3512,49.9763
3513,49.9789
3514,49.9834
3515,49.9899
3516,49.9854
3517,49.9831
3518,49.9932
3519,49.9891
3520,49.992
3521,49.9891
3522,49.9886
3523,49.9886
3524,49.9844
3525,49.9876
3526,49.9865
3527,49.9814
3528,49.9821
3529,49.9873
3530,49.9891
3531,49.9915
3532,49.9941
3533,49.9946
3534,49.9935
3535,49.9961
3536,49.9946
3537,49.991
3538,49.9892
3539,49.9933
3540,49.9879
3541,49.985
3542,49.9889
3543,49.9807
3544,49.984
3545,49.9814
3546,49.9827
3547,49.9876
3548,49.9902
3549,49.9941
3550,49.9918
3551,49.9951
3552,49.992
3553,49.9928
3554,49.9923
3555,49.9892
3556,49.9943
3557,49.9943
3558,49.989
3559,49.9892
3560,49.992
3561,49.9944
3562,49.9956
3563,49.9964
3564,49.9933
3565,49.9931
3566,49.9903
3567,49.9944
3568,49.9926
3569,49.9923
3570,49.9905
3571,49.9903
3572,49.9895
3573,49.9885
3574,49.9905
3575,49.9895
3576,49.9921
3577,49.9872
3578,49.9946
3579,49.9952
3580,49.9944
3581,49.9941
3582,49.9923
3583,49.9929
3584,49.9931
3585,49.9931
3586,49.9941
3587,49.9921
3588,49.9941
3589,49.9931
3590,49.9901
3591,49.9944
3592,49.9936
3593,49.9908
3594,49.9896
3595,49.9873
3596,49.9896
3597,49.9848
3598,49.9832
3599,49.9802
3600,49.9792
3601,49.982
3602,49.9838
3603,49.9823
3604,49.982
3605,49.9797
3606,49.9835
3607,49.983
3608,49.9856
3609,49.9876
3610,49.9881
3611,49.9851
3612,49.982
3613,49.9846
3614,49.9828
3615,49.9816
3616,49.9811
3617,49.978
3618,49.9763
3619,49.9758
3620,49.9791
3621,49.9765
3622,49.9743
3623,49.975
3624,49.9768
3625,49.9763
3626,49.9743
3627,49.9748
3628,49.9766
3629,49.9751
3630,49.9774
3631,49.9781
3632,49.9716
3633,49.9693
3634,49.9741
3635,49.9756
3636,49.9764
3637,49.9766
3638,49.9734
3639,49.9804
3640,49.9804
3641,49.9809
3642,49.9744
3643,49.9737
3644,49.9767
3645,49.9759
3646,49.9742
3647,49.9712
3648,49.9727
3649,49.9725
3650,49.975
3651,49.974
3652,49.9737
3653,49.9735
3654,49.975
3655,49.972
3656,49.971
3657,49.9758
3658,49.9758
3659,49.978
